flightTime,trackId,state,battery,speed,alarm,detector_type,range_type,detect_range,yaw_angle,pitch_angle,center_point
2026-07-21 08:00:48.000,drone_001,CRUISING,96.4,108.52,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:00:49.000,drone_001,CRUISING,96.3,107.72,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:00:50.000,drone_001,CRUISING,96.2,108.03,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:00:51.000,drone_001,CRUISING,96.2,107.72,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:00:52.000,drone_001,CRUISING,96.1,107.24,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:00:53.000,drone_001,CRUISING,96.0,107.24,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:00:54.000,drone_001,CRUISING,96.0,107.06,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:00:55.000,drone_001,CRUISING,95.9,106.75,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:00:56.000,drone_001,CRUISING,95.8,106.75,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:00:57.000,drone_001,CRUISING,95.7,106.27,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:00:58.000,drone_001,CRUISING,95.7,105.96,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:00:59.000,drone_001,CRUISING,95.6,105.78,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:00.000,drone_001,CRUISING,95.5,105.78,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:01.000,drone_001,CRUISING,95.4,105.30,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:02.000,drone_001,CRUISING,95.3,104.99,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:03.000,drone_001,CRUISING,95.3,104.99,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:04.000,drone_001,CRUISING,95.2,104.33,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:05.000,drone_001,CRUISING,95.1,104.50,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:06.000,drone_001,CRUISING,95.0,104.02,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:07.000,drone_001,CRUISING,95.0,103.54,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:08.000,drone_001,CRUISING,94.9,103.54,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:09.000,drone_001,CRUISING,94.8,103.54,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:10.000,drone_001,CRUISING,94.8,102.74,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:11.000,drone_001,CRUISING,94.7,102.88,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:12.000,drone_001,CRUISING,94.6,102.26,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:13.000,drone_001,CRUISING,94.5,102.09,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:14.000,drone_001,CRUISING,94.5,101.78,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:15.000,drone_001,CRUISING,94.4,101.61,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:16.000,drone_001,CRUISING,94.3,101.30,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:17.000,drone_001,CRUISING,94.2,101.13,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:18.000,drone_001,CRUISING,94.2,100.50,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:19.000,drone_001,CRUISING,94.1,100.34,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:20.000,drone_001,CRUISING,94.0,100.17,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:21.000,drone_001,CRUISING,93.9,99.85,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:22.000,drone_001,CRUISING,93.8,99.38,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:23.000,drone_001,CRUISING,93.8,99.06,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:24.000,drone_001,CRUISING,93.7,98.90,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:25.000,drone_001,CRUISING,93.6,98.58,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:26.000,drone_001,CRUISING,93.5,98.10,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:27.000,drone_001,CRUISING,93.5,97.94,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:28.000,drone_001,CRUISING,93.4,97.62,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:29.000,drone_001,CRUISING,93.3,97.15,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:30.000,drone_001,CRUISING,93.2,96.98,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:31.000,drone_001,CRUISING,93.2,96.67,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:32.000,drone_001,CRUISING,93.1,96.19,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:33.000,drone_001,CRUISING,93.0,95.72,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:34.000,drone_001,CRUISING,93.0,95.72,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:35.000,drone_001,CRUISING,92.9,95.40,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:36.000,drone_001,CRUISING,92.8,94.77,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:37.000,drone_001,CRUISING,92.7,94.76,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:38.000,drone_001,CRUISING,92.7,94.29,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:39.000,drone_001,CRUISING,92.6,93.97,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:40.000,drone_001,CRUISING,92.5,93.50,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:41.000,drone_001,CRUISING,92.4,93.34,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:42.000,drone_001,CRUISING,92.3,92.87,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:43.000,drone_001,CRUISING,92.3,92.55,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:44.000,drone_001,CRUISING,92.2,92.08,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:45.000,drone_001,CRUISING,92.1,92.08,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:46.000,drone_001,CRUISING,92.0,91.61,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:47.000,drone_001,CRUISING,92.0,91.13,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:48.000,drone_001,CRUISING,91.9,90.66,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:49.000,drone_001,CRUISING,91.8,90.35,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:50.000,drone_001,CRUISING,91.8,90.19,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:51.000,drone_001,CRUISING,91.7,89.72,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:52.000,drone_001,CRUISING,91.6,89.25,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:53.000,drone_001,CRUISING,91.5,89.25,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:54.000,drone_001,CRUISING,91.5,88.79,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:55.000,drone_001,CRUISING,91.4,88.32,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:56.000,drone_001,CRUISING,91.3,88.00,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:57.000,drone_001,CRUISING,91.2,87.53,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:58.000,drone_001,CRUISING,91.2,87.38,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:01:59.000,drone_001,CRUISING,91.1,86.60,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:00.000,drone_001,CRUISING,91.0,86.92,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:01.000,drone_001,CRUISING,90.9,86.13,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:02.000,drone_001,CRUISING,90.8,85.67,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:03.000,drone_001,CRUISING,90.8,85.53,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:04.000,drone_001,CRUISING,90.7,85.20,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:05.000,drone_001,CRUISING,90.6,84.74,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:06.000,drone_001,CRUISING,90.5,84.28,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:07.000,drone_001,CRUISING,90.5,84.14,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:08.000,drone_001,CRUISING,90.4,83.81,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:09.000,drone_001,CRUISING,90.3,83.22,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:10.000,drone_001,CRUISING,90.2,82.89,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:11.000,drone_001,CRUISING,90.2,82.57,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:12.000,drone_001,CRUISING,90.1,82.30,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:13.000,drone_001,CRUISING,90.0,81.98,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:14.000,drone_001,CRUISING,90.0,81.52,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:15.000,drone_001,CRUISING,89.9,81.06,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:16.000,drone_001,CRUISING,89.8,80.93,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:17.000,drone_001,CRUISING,89.7,80.60,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:18.000,drone_001,CRUISING,89.7,80.15,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:19.000,drone_001,CRUISING,89.6,79.69,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:20.000,drone_001,CRUISING,89.5,79.24,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:21.000,drone_001,CRUISING,89.4,79.12,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:22.000,drone_001,CRUISING,89.3,78.79,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:23.000,drone_001,CRUISING,89.3,78.34,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:24.000,drone_001,CRUISING,89.2,78.21,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:25.000,drone_001,CRUISING,89.1,77.44,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:26.000,drone_001,CRUISING,89.0,77.32,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:27.000,drone_001,CRUISING,89.0,76.99,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:28.000,drone_001,CRUISING,88.9,76.87,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:29.000,drone_001,CRUISING,88.8,76.09,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:30.000,drone_001,CRUISING,88.8,75.98,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:31.000,drone_001,CRUISING,88.7,75.98,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:32.000,drone_001,CRUISING,88.6,75.09,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:33.000,drone_001,CRUISING,88.5,75.09,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:34.000,drone_001,CRUISING,88.5,74.65,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:35.000,drone_001,CRUISING,88.4,74.32,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:36.000,drone_001,CRUISING,88.3,73.77,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:37.000,drone_001,CRUISING,88.2,73.77,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:38.000,drone_001,CRUISING,88.2,73.33,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:39.000,drone_001,CRUISING,88.1,72.89,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:40.000,drone_001,CRUISING,88.0,72.79,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:41.000,drone_001,CRUISING,87.9,72.35,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:42.000,drone_001,CRUISING,87.8,72.02,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:43.000,drone_001,CRUISING,87.8,71.92,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:44.000,drone_001,CRUISING,87.7,71.49,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:45.000,drone_001,CRUISING,87.6,71.05,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:46.000,drone_001,CRUISING,87.5,70.72,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:47.000,drone_001,CRUISING,87.5,70.53,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:48.000,drone_001,CRUISING,87.4,70.20,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:49.000,drone_001,CRUISING,87.3,70.10,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:50.000,drone_001,CRUISING,87.2,69.43,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:51.000,drone_001,CRUISING,87.2,69.25,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:52.000,drone_001,CRUISING,87.1,69.25,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:53.000,drone_001,CRUISING,87.0,68.83,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:54.000,drone_001,CRUISING,87.0,68.41,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:55.000,drone_001,CRUISING,86.9,67.99,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:56.000,drone_001,CRUISING,86.8,67.99,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:57.000,drone_001,CRUISING,86.7,67.91,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:58.000,drone_001,CRUISING,86.7,67.16,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:02:59.000,drone_001,CRUISING,86.6,67.08,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:00.000,drone_001,HOVER,86.5,67.00,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:01.000,drone_001,CRUISING,86.4,66.67,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:02.000,drone_001,CRUISING,86.3,66.25,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:03.000,drone_001,CRUISING,86.3,66.18,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:04.000,drone_001,CRUISING,86.2,65.78,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:05.000,drone_001,CRUISING,86.1,65.44,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:06.000,drone_001,CRUISING,86.0,65.37,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:07.000,drone_001,CRUISING,86.0,64.96,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:08.000,drone_001,CRUISING,85.9,64.90,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:09.000,drone_001,CRUISING,85.8,64.50,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:10.000,drone_001,CRUISING,85.8,64.50,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:11.000,drone_001,CRUISING,85.7,64.10,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:12.000,drone_001,CRUISING,85.6,64.05,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:13.000,drone_001,CRUISING,85.5,63.70,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:14.000,drone_001,CRUISING,85.5,63.65,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:15.000,drone_001,CRUISING,85.4,63.26,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:16.000,drone_001,CRUISING,85.3,62.87,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:17.000,drone_001,CRUISING,85.2,63.21,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:18.000,drone_001,CRUISING,85.2,62.43,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:19.000,drone_001,CRUISING,85.1,62.43,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:20.000,drone_001,CRUISING,85.0,62.43,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:21.000,drone_001,CRUISING,84.9,62.01,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:22.000,drone_001,CRUISING,84.8,62.01,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:23.000,drone_001,CRUISING,84.8,61.63,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:24.000,drone_001,CRUISING,84.7,61.63,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:25.000,drone_001,CRUISING,84.6,61.59,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:26.000,drone_001,CRUISING,84.5,61.22,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:27.000,drone_001,CRUISING,84.5,61.19,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:28.000,drone_001,CRUISING,84.4,60.84,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:29.000,drone_001,CRUISING,84.3,60.82,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:30.000,drone_001,CRUISING,84.2,60.45,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:31.000,drone_001,CRUISING,84.2,60.45,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:32.000,drone_001,CRUISING,84.1,60.41,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:33.000,drone_001,CRUISING,84.0,60.08,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:34.000,drone_001,CRUISING,84.0,60.04,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:35.000,drone_001,CRUISING,83.9,60.04,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:36.000,drone_001,CRUISING,83.8,59.69,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:37.000,drone_001,CRUISING,83.7,59.69,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:38.000,drone_001,CRUISING,83.7,59.67,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:39.000,drone_001,CRUISING,83.6,59.32,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:40.000,drone_001,CRUISING,83.5,59.32,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:41.000,drone_001,CRUISING,83.4,59.31,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:42.000,drone_001,CRUISING,83.3,59.31,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:43.000,drone_001,CRUISING,83.3,58.96,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:44.000,drone_001,CRUISING,83.2,58.96,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:45.000,drone_001,CRUISING,83.1,58.96,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:46.000,drone_001,CRUISING,83.0,58.62,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:47.000,drone_001,CRUISING,83.0,58.62,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:48.000,drone_001,CRUISING,82.9,58.62,正常,光测,扇形,25000.0,24.7,22.5,机头
2026-07-21 08:03:49.000,drone_001,CRUISING,82.8,58.63,正常,光测,扇形,25000.0,24.7,22.5,机头
