flightTime,trackId,planId,经,lat,alt,heading,pitch,roll
2026-07-21 08:00:50.000,drone_003,PLAN1,104.092500,30.644689,687.5,62.15,0.13,-0.50
2026-07-21 08:00:51.000,drone_003,PLAN1,104.092907,30.644874,687.6,61.59,0.26,-0.45
2026-07-21 08:00:52.000,drone_003,PLAN1,104.093311,30.645062,687.8,60.96,0.13,-0.50
2026-07-21 08:00:53.000,drone_003,PLAN1,104.093713,30.645254,687.9,60.40,0.13,-0.45
2026-07-21 08:00:54.000,drone_003,PLAN1,104.094112,30.645449,688.0,59.90,0.26,-0.40
2026-07-21 08:00:55.000,drone_003,PLAN1,104.094509,30.645647,688.2,59.33,0.13,-0.45
2026-07-21 08:00:56.000,drone_003,PLAN1,104.094903,30.645848,688.3,58.77,0.13,-0.45
2026-07-21 08:00:57.000,drone_003,PLAN1,104.095294,30.646052,688.4,58.07,0.26,-0.55
2026-07-21 08:00:58.000,drone_003,PLAN1,104.095682,30.646260,688.6,57.57,0.13,-0.40
2026-07-21 08:00:59.000,drone_003,PLAN1,104.096068,30.646471,688.7,57.05,0.13,-0.41
2026-07-21 08:01:00.000,drone_003,PLAN1,104.096450,30.646684,688.8,56.43,0.13,-0.50
2026-07-21 08:01:01.000,drone_003,PLAN1,104.096830,30.646901,688.9,55.85,0.26,-0.46
2026-07-21 08:01:02.000,drone_003,PLAN1,104.097207,30.647121,689.1,55.16,0.13,-0.56
2026-07-21 08:01:03.000,drone_003,PLAN1,104.097581,30.647345,689.2,54.70,0.13,-0.37
2026-07-21 08:01:04.000,drone_003,PLAN1,104.097952,30.647571,689.3,54.05,0.13,-0.52
2026-07-21 08:01:05.000,drone_003,PLAN1,104.098319,30.647800,689.4,53.54,0.26,-0.40
2026-07-21 08:01:06.000,drone_003,PLAN1,104.098684,30.648032,689.6,52.96,0.13,-0.46
2026-07-21 08:01:07.000,drone_003,PLAN1,104.099046,30.648267,689.7,52.30,0.13,-0.53
2026-07-21 08:01:08.000,drone_003,PLAN1,104.099404,30.648505,689.8,51.72,0.13,-0.47
2026-07-21 08:01:09.000,drone_003,PLAN1,104.099759,30.648746,689.9,51.14,0.13,-0.47
2026-07-21 08:01:10.000,drone_003,PLAN1,104.100111,30.648990,690.0,50.48,0.27,-0.53
2026-07-21 08:01:11.000,drone_003,PLAN1,104.100459,30.649237,690.2,50.09,0.13,-0.31
2026-07-21 08:01:12.000,drone_003,PLAN1,104.100805,30.649486,690.3,49.34,0.13,-0.60
2026-07-21 08:01:13.000,drone_003,PLAN1,104.101146,30.649738,690.4,48.83,0.13,-0.40
2026-07-21 08:01:14.000,drone_003,PLAN1,104.101485,30.649993,690.5,48.16,0.13,-0.54
2026-07-21 08:01:15.000,drone_003,PLAN1,104.101820,30.650251,690.6,47.49,0.13,-0.54
2026-07-21 08:01:16.000,drone_003,PLAN1,104.102151,30.650512,690.7,47.01,0.13,-0.38
2026-07-21 08:01:17.000,drone_003,PLAN1,104.102479,30.650775,690.8,46.43,0.13,-0.47
2026-07-21 08:01:18.000,drone_003,PLAN1,104.102804,30.651041,690.9,45.77,0.13,-0.53
2026-07-21 08:01:19.000,drone_003,PLAN1,104.103124,30.651309,691.0,45.27,0.13,-0.40
2026-07-21 08:01:20.000,drone_003,PLAN1,104.103442,30.651580,691.1,44.50,0.27,-0.62
2026-07-21 08:01:21.000,drone_003,PLAN1,104.103755,30.651854,691.3,44.02,0.13,-0.39
2026-07-21 08:01:22.000,drone_003,PLAN1,104.104065,30.652130,691.4,43.34,0.13,-0.54
2026-07-21 08:01:23.000,drone_003,PLAN1,104.104371,30.652409,691.5,42.76,0.13,-0.46
2026-07-21 08:01:24.000,drone_003,PLAN1,104.104673,30.652690,691.6,42.17,0.13,-0.47
2026-07-21 08:01:25.000,drone_003,PLAN1,104.104972,30.652974,691.7,41.49,0.14,-0.54
2026-07-21 08:01:26.000,drone_003,PLAN1,104.105266,30.653260,691.8,41.00,0.14,-0.39
2026-07-21 08:01:27.000,drone_003,PLAN1,104.105557,30.653548,691.9,40.31,0.00,-0.55
2026-07-21 08:01:28.000,drone_003,PLAN1,104.105844,30.653839,691.9,39.72,0.14,-0.47
2026-07-21 08:01:29.000,drone_003,PLAN1,104.106127,30.654132,692.0,39.04,0.14,-0.55
2026-07-21 08:01:30.000,drone_003,PLAN1,104.106406,30.654428,692.1,38.54,0.14,-0.40
2026-07-21 08:01:31.000,drone_003,PLAN1,104.106681,30.654725,692.2,37.85,0.14,-0.55
2026-07-21 08:01:32.000,drone_003,PLAN1,104.106952,30.655025,692.3,37.25,0.14,-0.48
2026-07-21 08:01:33.000,drone_003,PLAN1,104.107219,30.655327,692.4,36.55,0.14,-0.56
2026-07-21 08:01:34.000,drone_003,PLAN1,104.107481,30.655631,692.5,35.97,0.14,-0.47
2026-07-21 08:01:35.000,drone_003,PLAN1,104.107740,30.655938,692.6,35.46,0.14,-0.41
2026-07-21 08:01:36.000,drone_003,PLAN1,104.107995,30.656246,692.7,34.66,0.00,-0.64
2026-07-21 08:01:37.000,drone_003,PLAN1,104.108245,30.656557,692.7,34.15,0.14,-0.41
2026-07-21 08:01:38.000,drone_003,PLAN1,104.108491,30.656869,692.8,33.46,0.14,-0.55
2026-07-21 08:01:39.000,drone_003,PLAN1,104.108733,30.657184,692.9,32.94,0.14,-0.42
2026-07-21 08:01:40.000,drone_003,PLAN1,104.108971,30.657500,693.0,32.33,0.14,-0.48
2026-07-21 08:01:41.000,drone_003,PLAN1,104.109205,30.657818,693.1,31.54,0.00,-0.64
2026-07-21 08:01:42.000,drone_003,PLAN1,104.109434,30.658139,693.1,31.01,0.14,-0.42
2026-07-21 08:01:43.000,drone_003,PLAN1,104.109659,30.658461,693.2,30.29,0.14,-0.58
2026-07-21 08:01:44.000,drone_003,PLAN1,104.109879,30.658785,693.3,29.76,0.14,-0.43
2026-07-21 08:01:45.000,drone_003,PLAN1,104.110095,30.659110,693.4,29.07,0.00,-0.55
2026-07-21 08:01:46.000,drone_003,PLAN1,104.110307,30.659438,693.4,28.42,0.14,-0.52
2026-07-21 08:01:47.000,drone_003,PLAN1,104.110514,30.659767,693.5,27.81,0.14,-0.49
2026-07-21 08:01:48.000,drone_003,PLAN1,104.110717,30.660098,693.6,27.28,0.00,-0.43
2026-07-21 08:01:49.000,drone_003,PLAN1,104.110916,30.660430,693.6,26.55,0.14,-0.58
2026-07-21 08:01:50.000,drone_003,PLAN1,104.111110,30.660764,693.7,25.82,0.14,-0.58
2026-07-21 08:01:51.000,drone_003,PLAN1,104.111299,30.661100,693.8,25.28,0.00,-0.43
2026-07-21 08:01:52.000,drone_003,PLAN1,104.111484,30.661437,693.8,24.55,0.14,-0.58
2026-07-21 08:01:53.000,drone_003,PLAN1,104.111664,30.661776,693.9,24.00,0.00,-0.44
2026-07-21 08:01:54.000,drone_003,PLAN1,104.111840,30.662116,693.9,23.33,0.14,-0.54
2026-07-21 08:01:55.000,drone_003,PLAN1,104.112011,30.662457,694.0,22.72,0.14,-0.49
2026-07-21 08:01:56.000,drone_003,PLAN1,104.112178,30.662800,694.1,22.05,0.00,-0.54
2026-07-21 08:01:57.000,drone_003,PLAN1,104.112340,30.663144,694.1,21.32,0.14,-0.58
2026-07-21 08:01:58.000,drone_003,PLAN1,104.112497,30.663490,694.2,20.83,0.00,-0.40
2026-07-21 08:01:59.000,drone_003,PLAN1,104.112650,30.663836,694.2,20.09,0.14,-0.59
2026-07-21 08:02:00.000,drone_003,PLAN1,104.112798,30.664184,694.3,19.36,0.00,-0.58
2026-07-21 08:02:01.000,drone_003,PLAN1,104.112941,30.664534,694.3,18.73,0.14,-0.50
2026-07-21 08:02:02.000,drone_003,PLAN1,104.113079,30.664884,694.4,18.18,0.00,-0.44
2026-07-21 08:02:03.000,drone_003,PLAN1,104.113213,30.665235,694.4,17.45,0.00,-0.58
2026-07-21 08:02:04.000,drone_003,PLAN1,104.113342,30.665588,694.4,16.94,0.14,-0.41
2026-07-21 08:02:05.000,drone_003,PLAN1,104.113467,30.665941,694.5,16.08,0.00,-0.68
2026-07-21 08:02:06.000,drone_003,PLAN1,104.113586,30.666296,694.5,15.57,0.14,-0.41
2026-07-21 08:02:07.000,drone_003,PLAN1,104.113701,30.666651,694.6,14.84,0.00,-0.58
2026-07-21 08:02:08.000,drone_003,PLAN1,104.113811,30.667008,694.6,14.20,0.00,-0.52
2026-07-21 08:02:09.000,drone_003,PLAN1,104.113916,30.667365,694.6,13.64,0.14,-0.45
2026-07-21 08:02:10.000,drone_003,PLAN1,104.114017,30.667723,694.7,12.82,0.00,-0.65
2026-07-21 08:02:11.000,drone_003,PLAN1,104.114112,30.668082,694.7,12.27,0.00,-0.45
2026-07-21 08:02:12.000,drone_003,PLAN1,104.114203,30.668442,694.7,11.61,0.14,-0.52
2026-07-21 08:02:13.000,drone_003,PLAN1,104.114289,30.668802,694.8,10.92,0.00,-0.55
2026-07-21 08:02:14.000,drone_003,PLAN1,104.114370,30.669163,694.8,10.24,0.00,-0.55
2026-07-21 08:02:15.000,drone_003,PLAN1,104.114446,30.669525,694.8,9.58,0.00,-0.53
2026-07-21 08:02:16.000,drone_003,PLAN1,104.114517,30.669887,694.8,9.02,0.14,-0.44
2026-07-21 08:02:17.000,drone_003,PLAN1,104.114584,30.670250,694.9,8.22,0.00,-0.64
2026-07-21 08:02:18.000,drone_003,PLAN1,104.114645,30.670613,694.9,7.67,0.00,-0.44
2026-07-21 08:02:19.000,drone_003,PLAN1,104.114702,30.670977,694.9,6.85,0.00,-0.65
2026-07-21 08:02:20.000,drone_003,PLAN1,104.114753,30.671342,694.9,6.34,0.00,-0.41
2026-07-21 08:02:21.000,drone_003,PLAN1,104.114800,30.671706,694.9,5.65,0.00,-0.55
2026-07-21 08:02:22.000,drone_003,PLAN1,104.114842,30.672071,694.9,4.97,0.14,-0.55
2026-07-21 08:02:23.000,drone_003,PLAN1,104.114879,30.672437,695.0,4.31,0.00,-0.53
2026-07-21 08:02:24.000,drone_003,PLAN1,104.114911,30.672802,695.0,3.63,0.00,-0.55
2026-07-21 08:02:25.000,drone_003,PLAN1,104.114938,30.673168,695.0,3.09,0.00,-0.43
2026-07-21 08:02:26.000,drone_003,PLAN1,104.114961,30.673534,695.0,2.28,0.00,-0.65
2026-07-21 08:02:27.000,drone_003,PLAN1,104.114978,30.673901,695.0,1.62,0.00,-0.53
2026-07-21 08:02:28.000,drone_003,PLAN1,104.114990,30.674267,695.0,1.08,0.00,-0.43
2026-07-21 08:02:29.000,drone_003,PLAN1,104.114998,30.674633,695.0,0.27,0.00,-0.65
2026-07-21 08:02:30.000,drone_003,PLAN1,104.115000,30.675000,695.0,359.73,0.00,-0.43
2026-07-21 08:02:31.000,drone_003,PLAN1,104.114998,30.675367,695.0,358.92,0.00,-0.65
2026-07-21 08:02:32.000,drone_003,PLAN1,104.114990,30.675733,695.0,358.38,0.00,-0.43
2026-07-21 08:02:33.000,drone_003,PLAN1,104.114978,30.676099,695.0,357.72,0.00,-0.53
2026-07-21 08:02:34.000,drone_003,PLAN1,104.114961,30.676466,695.0,356.91,0.00,-0.65
2026-07-21 08:02:35.000,drone_003,PLAN1,104.114938,30.676832,695.0,356.37,0.00,-0.43
2026-07-21 08:02:36.000,drone_003,PLAN1,104.114911,30.677198,695.0,355.69,0.00,-0.55
2026-07-21 08:02:37.000,drone_003,PLAN1,104.114879,30.677563,695.0,355.03,-0.14,-0.53
2026-07-21 08:02:38.000,drone_003,PLAN1,104.114842,30.677929,694.9,354.35,0.00,-0.55
2026-07-21 08:02:39.000,drone_003,PLAN1,104.114800,30.678294,694.9,353.66,0.00,-0.55
2026-07-21 08:02:40.000,drone_003,PLAN1,104.114753,30.678658,694.9,353.15,0.00,-0.41
2026-07-21 08:02:41.000,drone_003,PLAN1,104.114702,30.679023,694.9,352.33,0.00,-0.65
2026-07-21 08:02:42.000,drone_003,PLAN1,104.114645,30.679387,694.9,351.78,0.00,-0.44
2026-07-21 08:02:43.000,drone_003,PLAN1,104.114584,30.679750,694.9,350.98,-0.14,-0.64
2026-07-21 08:02:44.000,drone_003,PLAN1,104.114517,30.680113,694.8,350.43,0.00,-0.44
2026-07-21 08:02:45.000,drone_003,PLAN1,104.114446,30.680475,694.8,349.77,0.00,-0.53
2026-07-21 08:02:46.000,drone_003,PLAN1,104.114370,30.680837,694.8,349.08,0.00,-0.55
2026-07-21 08:02:47.000,drone_003,PLAN1,104.114289,30.681198,694.8,348.39,-0.14,-0.55
2026-07-21 08:02:48.000,drone_003,PLAN1,104.114203,30.681558,694.7,347.74,0.00,-0.52
2026-07-21 08:02:49.000,drone_003,PLAN1,104.114112,30.681918,694.7,347.18,0.00,-0.44
2026-07-21 08:02:50.000,drone_003,PLAN1,104.114017,30.682277,694.7,346.36,-0.14,-0.65
2026-07-21 08:02:51.000,drone_003,PLAN1,104.113916,30.682635,694.6,345.81,0.00,-0.45
2026-07-21 08:02:52.000,drone_003,PLAN1,104.113811,30.682992,694.6,345.16,0.00,-0.52
2026-07-21 08:02:53.000,drone_003,PLAN1,104.113701,30.683349,694.6,344.43,-0.14,-0.58
2026-07-21 08:02:54.000,drone_003,PLAN1,104.113586,30.683704,694.5,343.92,0.00,-0.41
2026-07-21 08:02:55.000,drone_003,PLAN1,104.113467,30.684059,694.5,343.06,-0.14,-0.68
2026-07-21 08:02:56.000,drone_003,PLAN1,104.113342,30.684412,694.4,342.55,0.00,-0.41
2026-07-21 08:02:57.000,drone_003,PLAN1,104.113213,30.684765,694.4,341.82,0.00,-0.58
2026-07-21 08:02:58.000,drone_003,PLAN1,104.113079,30.685116,694.4,341.27,-0.14,-0.44
2026-07-21 08:02:59.000,drone_003,PLAN1,104.112941,30.685466,694.3,340.64,0.00,-0.50
2026-07-21 08:03:00.000,drone_003,PLAN2,104.112798,30.685816,694.3,339.91,-0.14,-0.58
2026-07-21 08:03:01.000,drone_003,PLAN2,104.112650,30.686164,694.2,339.18,0.00,-0.59
2026-07-21 08:03:02.000,drone_003,PLAN2,104.112497,30.686510,694.2,338.68,-0.14,-0.40
2026-07-21 08:03:03.000,drone_003,PLAN2,104.112340,30.686856,694.1,337.95,0.00,-0.58
2026-07-21 08:03:04.000,drone_003,PLAN2,104.112178,30.687200,694.1,337.28,-0.14,-0.54
2026-07-21 08:03:05.000,drone_003,PLAN2,104.112011,30.687543,694.0,336.67,-0.14,-0.49
2026-07-21 08:03:06.000,drone_003,PLAN2,104.111840,30.687884,693.9,336.00,0.00,-0.54
2026-07-21 08:03:07.000,drone_003,PLAN2,104.111664,30.688224,693.9,335.46,-0.14,-0.44
2026-07-21 08:03:08.000,drone_003,PLAN2,104.111484,30.688563,693.8,334.73,0.00,-0.58
2026-07-21 08:03:09.000,drone_003,PLAN2,104.111299,30.688900,693.8,334.19,-0.14,-0.43
2026-07-21 08:03:10.000,drone_003,PLAN2,104.111110,30.689236,693.7,333.46,-0.14,-0.58
2026-07-21 08:03:11.000,drone_003,PLAN2,104.110916,30.689570,693.6,332.73,0.00,-0.58
2026-07-21 08:03:12.000,drone_003,PLAN2,104.110717,30.689902,693.6,332.19,-0.14,-0.43
2026-07-21 08:03:13.000,drone_003,PLAN2,104.110514,30.690233,693.5,331.58,-0.14,-0.49
2026-07-21 08:03:14.000,drone_003,PLAN2,104.110307,30.690562,693.4,330.93,0.00,-0.52
2026-07-21 08:03:15.000,drone_003,PLAN2,104.110095,30.690890,693.4,330.25,-0.14,-0.55
2026-07-21 08:03:16.000,drone_003,PLAN2,104.109879,30.691215,693.3,329.72,-0.14,-0.43
2026-07-21 08:03:17.000,drone_003,PLAN2,104.109659,30.691539,693.2,329.00,-0.14,-0.58
2026-07-21 08:03:18.000,drone_003,PLAN2,104.109434,30.691861,693.1,328.47,0.00,-0.42
2026-07-21 08:03:19.000,drone_003,PLAN2,104.109205,30.692182,693.1,327.68,-0.14,-0.64
2026-07-21 08:03:20.000,drone_003,PLAN2,104.108971,30.692500,693.0,327.07,-0.14,-0.48
2026-07-21 08:03:21.000,drone_003,PLAN2,104.108733,30.692816,692.9,326.55,-0.14,-0.42
2026-07-21 08:03:22.000,drone_003,PLAN2,104.108491,30.693131,692.8,325.86,-0.14,-0.55
2026-07-21 08:03:23.000,drone_003,PLAN2,104.108245,30.693443,692.7,325.35,0.00,-0.41
2026-07-21 08:03:24.000,drone_003,PLAN2,104.107995,30.693754,692.7,324.55,-0.14,-0.64
2026-07-21 08:03:25.000,drone_003,PLAN2,104.107740,30.694062,692.6,324.04,-0.14,-0.41
2026-07-21 08:03:26.000,drone_003,PLAN2,104.107481,30.694369,692.5,323.46,-0.14,-0.47
2026-07-21 08:03:27.000,drone_003,PLAN2,104.107219,30.694673,692.4,322.76,-0.14,-0.56
2026-07-21 08:03:28.000,drone_003,PLAN2,104.106952,30.694975,692.3,322.16,-0.14,-0.48
2026-07-21 08:03:29.000,drone_003,PLAN2,104.106681,30.695275,692.2,321.47,-0.14,-0.55
2026-07-21 08:03:30.000,drone_003,PLAN2,104.106406,30.695572,692.1,320.98,-0.14,-0.40
2026-07-21 08:03:31.000,drone_003,PLAN2,104.106127,30.695868,692.0,320.29,-0.14,-0.55
2026-07-21 08:03:32.000,drone_003,PLAN2,104.105844,30.696161,691.9,319.70,0.00,-0.47
2026-07-21 08:03:33.000,drone_003,PLAN2,104.105557,30.696452,691.9,319.01,-0.14,-0.55
2026-07-21 08:03:34.000,drone_003,PLAN2,104.105266,30.696740,691.8,318.53,-0.14,-0.39
2026-07-21 08:03:35.000,drone_003,PLAN2,104.104972,30.697026,691.7,317.85,-0.13,-0.54
2026-07-21 08:03:36.000,drone_003,PLAN2,104.104673,30.697310,691.6,317.26,-0.14,-0.47
2026-07-21 08:03:37.000,drone_003,PLAN2,104.104371,30.697591,691.5,316.68,-0.13,-0.46
2026-07-21 08:03:38.000,drone_003,PLAN2,104.104065,30.697870,691.4,316.00,-0.13,-0.54
2026-07-21 08:03:39.000,drone_003,PLAN2,104.103755,30.698146,691.3,315.51,-0.27,-0.39
2026-07-21 08:03:40.000,drone_003,PLAN2,104.103442,30.698420,691.1,314.74,-0.13,-0.62
2026-07-21 08:03:41.000,drone_003,PLAN2,104.103124,30.698691,691.0,314.25,-0.13,-0.40
2026-07-21 08:03:42.000,drone_003,PLAN2,104.102804,30.698959,690.9,313.59,-0.13,-0.53
2026-07-21 08:03:43.000,drone_003,PLAN2,104.102479,30.699225,690.8,313.00,-0.13,-0.47
2026-07-21 08:03:44.000,drone_003,PLAN2,104.102151,30.699488,690.7,312.52,-0.13,-0.38
2026-07-21 08:03:45.000,drone_003,PLAN2,104.101820,30.699749,690.6,311.85,-0.13,-0.54
2026-07-21 08:03:46.000,drone_003,PLAN2,104.101485,30.700007,690.5,311.18,-0.13,-0.54
2026-07-21 08:03:47.000,drone_003,PLAN2,104.101146,30.700262,690.4,310.68,-0.13,-0.40
2026-07-21 08:03:48.000,drone_003,PLAN2,104.100805,30.700514,690.3,309.93,-0.13,-0.60
2026-07-21 08:03:49.000,drone_003,PLAN2,104.100459,30.700763,690.2,309.54,-0.27,-0.31
2026-07-21 08:03:50.000,drone_003,PLAN2,104.100111,30.701010,690.0,308.87,-0.13,-0.53
2026-07-21 08:03:51.000,drone_003,PLAN2,104.099759,30.701254,689.9,308.29,-0.13,-0.47
2026-07-21 08:03:52.000,drone_003,PLAN2,104.099404,30.701495,689.8,307.71,-0.13,-0.47
2026-07-21 08:03:53.000,drone_003,PLAN2,104.099046,30.701733,689.7,307.05,-0.13,-0.53
2026-07-21 08:03:54.000,drone_003,PLAN2,104.098684,30.701968,689.6,306.47,-0.26,-0.46
2026-07-21 08:03:55.000,drone_003,PLAN2,104.098319,30.702200,689.4,305.97,-0.13,-0.40
2026-07-21 08:03:56.000,drone_003,PLAN2,104.097952,30.702429,689.3,305.32,-0.13,-0.52
2026-07-21 08:03:57.000,drone_003,PLAN2,104.097581,30.702655,689.2,304.86,-0.13,-0.37
2026-07-21 08:03:58.000,drone_003,PLAN2,104.097207,30.702879,689.1,304.16,-0.26,-0.56
2026-07-21 08:03:59.000,drone_003,PLAN2,104.096830,30.703099,688.9,303.59,-0.13,-0.46
2026-07-21 08:04:00.000,drone_003,PLAN2,104.096450,30.703316,688.8,302.96,-0.13,-0.50
2026-07-21 08:04:01.000,drone_003,PLAN2,104.096068,30.703529,688.7,302.45,-0.13,-0.41
2026-07-21 08:04:02.000,drone_003,PLAN2,104.095682,30.703740,688.6,301.94,-0.26,-0.40
2026-07-21 08:04:03.000,drone_003,PLAN2,104.095294,30.703948,688.4,301.25,-0.13,-0.55
2026-07-21 08:04:04.000,drone_003,PLAN2,104.094903,30.704152,688.3,300.68,-0.13,-0.45
2026-07-21 08:04:05.000,drone_003,PLAN2,104.094509,30.704353,688.2,300.12,-0.26,-0.45
2026-07-21 08:04:06.000,drone_003,PLAN2,104.094112,30.704551,688.0,299.61,-0.13,-0.40
2026-07-21 08:04:07.000,drone_003,PLAN2,104.093713,30.704746,687.9,299.05,-0.13,-0.45
2026-07-21 08:04:08.000,drone_003,PLAN2,104.093311,30.704938,687.8,298.42,-0.26,-0.50
2026-07-21 08:04:09.000,drone_003,PLAN2,104.092907,30.705126,687.6,297.86,-0.13,-0.45
2026-07-21 08:04:10.000,drone_003,PLAN2,104.092500,30.705311,687.5,297.24,-0.13,-0.50
2026-07-21 08:04:11.000,drone_003,PLAN2,104.092091,30.705492,687.4,296.81,-0.26,-0.34
2026-07-21 08:04:12.000,drone_003,PLAN2,104.091679,30.705671,687.2,296.18,-0.13,-0.50
2026-07-21 08:04:13.000,drone_003,PLAN2,104.091265,30.705846,687.1,295.50,-0.26,-0.55
2026-07-21 08:04:14.000,drone_003,PLAN2,104.090848,30.706017,686.9,295.05,-0.13,-0.36
2026-07-21 08:04:15.000,drone_003,PLAN2,104.090430,30.706185,686.8,294.51,-0.13,-0.44
2026-07-21 08:04:16.000,drone_003,PLAN2,104.090009,30.706350,686.7,293.83,-0.26,-0.54
2026-07-21 08:04:17.000,drone_003,PLAN2,104.089585,30.706511,686.5,293.38,-0.13,-0.36
2026-07-21 08:04:18.000,drone_003,PLAN2,104.089160,30.706669,686.4,292.76,-0.26,-0.50
2026-07-21 08:04:19.000,drone_003,PLAN2,104.088733,30.706823,686.2,292.22,-0.13,-0.43
2026-07-21 08:04:20.000,drone_003,PLAN2,104.088303,30.706974,686.1,291.64,-0.13,-0.46
