flightTime,trackId,state,battery,speed,alarm,detector_type,range_type,detect_range,yaw_angle,pitch_angle,center_point
2026-06-04 10:00:35.000,drone_002,CRUISING,92.7,183.47,正常,雷达,扇形,30726.6,29.4,22.3,机中
2026-06-04 10:00:36.000,drone_001,CRUISING,97.6,208.13,正常,光测,扇形,24546.1,26.3,23.3,机头
2026-06-04 10:00:36.000,drone_002,CRUISING,92.6,171.06,正常,雷达,扇形,30210.9,29.9,19.5,机中
2026-06-04 10:00:37.000,drone_001,CRUISING,97.5,207.54,正常,光测,扇形,26343.9,23.0,24.2,机头
2026-06-04 10:00:37.000,drone_002,CRUISING,92.5,188.16,正常,雷达,扇形,30912.1,31.8,19.2,机中
2026-06-04 10:00:38.000,drone_001,CRUISING,97.5,193.63,正常,光测,扇形,25736.8,24.2,22.6,机头
2026-06-04 10:00:38.000,drone_002,CRUISING,92.5,188.53,正常,雷达,扇形,31458.2,31.6,20.7,机中
2026-06-04 10:00:39.000,drone_001,CRUISING,97.4,204.73,正常,光测,扇形,26610.2,24.4,21.2,机头
2026-06-04 10:00:39.000,drone_002,CRUISING,92.4,179.71,正常,雷达,扇形,30292.9,29.2,19.8,机中
2026-06-04 10:00:40.000,drone_001,CRUISING,97.3,204.75,正常,光测,扇形,24821.0,24.4,21.4,机头
2026-06-04 10:00:40.000,drone_002,CRUISING,92.3,182.43,正常,雷达,扇形,32416.4,33.1,19.1,机中
2026-06-04 10:00:41.000,drone_001,CRUISING,97.3,201.91,正常,光测,扇形,26161.9,23.4,24.4,机头
2026-06-04 10:00:41.000,drone_002,CRUISING,92.3,172.89,右侧引擎故障,雷达,扇形,30813.2,32.9,21.8,机中
2026-06-04 10:00:42.000,drone_001,CRUISING,97.2,193.1,正常,光测,扇形,26447.4,26.4,22.3,机头
2026-06-04 10:00:42.000,drone_002,CRUISING,92.2,180.71,右侧引擎故障,雷达,扇形,31175.3,29.8,19.9,机中
2026-06-04 10:00:43.000,drone_001,CRUISING,97.1,193.57,正常,光测,扇形,24855.7,23.0,21.8,机头
2026-06-04 10:00:43.000,drone_002,CRUISING,92.1,176.38,右侧引擎故障,雷达,扇形,31947.3,30.0,20.6,机中
2026-06-04 10:00:44.000,drone_001,CRUISING,97.1,206.35,正常,光测,扇形,24909.9,24.1,23.2,机头
2026-06-04 10:00:44.000,drone_002,CRUISING,92.1,188.3,右侧引擎故障,雷达,扇形,30167.2,30.6,20.7,机中
2026-06-04 10:00:45.000,drone_001,CRUISING,97.0,195.16,正常,光测,扇形,26378.8,26.5,22.9,机头
2026-06-04 10:00:45.000,drone_002,CRUISING,92.0,188.39,右侧引擎故障,雷达,扇形,30062.2,32.2,19.9,机中
2026-06-04 10:00:46.000,drone_001,CRUISING,96.9,193.51,正常,光测,扇形,25316.6,24.1,22.9,机头
2026-06-04 10:00:46.000,drone_002,CRUISING,91.9,179.75,右侧引擎故障,雷达,扇形,30238.6,30.0,22.2,机中
2026-06-04 10:00:47.000,drone_001,CRUISING,96.9,208.74,正常,光测,扇形,24796.4,22.7,21.8,机头
2026-06-04 10:00:47.000,drone_002,CRUISING,91.9,184.08,正常,雷达,扇形,30231.5,30.9,21.0,机中
2026-06-04 10:00:48.000,drone_001,CRUISING,96.8,205.99,正常,光测,扇形,24942.4,24.9,22.2,机头
2026-06-04 10:00:48.000,drone_002,CRUISING,91.8,175.91,正常,雷达,扇形,30568.2,33.1,20.2,机中
2026-06-04 10:00:49.000,drone_001,CRUISING,96.7,209.75,正常,光测,扇形,24348.4,25.4,24.5,机头
2026-06-04 10:00:49.000,drone_002,CRUISING,91.7,188.45,正常,雷达,扇形,30889.0,32.6,22.2,机中
2026-06-04 10:00:50.000,drone_001,CRUISING,96.7,194.6,正常,光测,扇形,24444.2,25.4,22.2,机头
2026-06-04 10:00:50.000,drone_002,CRUISING,91.7,188.01,正常,雷达,扇形,31572.8,29.4,21.1,机中
2026-06-04 10:00:51.000,drone_001,CRUISING,96.6,205.98,正常,光测,扇形,25142.9,25.7,22.4,机头
2026-06-04 10:00:51.000,drone_002,CRUISING,91.6,179.36,左侧引擎故障,雷达,扇形,30166.4,31.7,20.4,机中
2026-06-04 10:00:52.000,drone_001,CRUISING,96.5,190.84,右侧引擎故障,光测,扇形,24527.2,24.2,21.3,机头
2026-06-04 10:00:52.000,drone_002,CRUISING,91.5,176.33,左侧引擎故障,雷达,扇形,30601.2,33.0,19.2,机中
2026-06-04 10:00:53.000,drone_001,CRUISING,96.5,202.6,右侧引擎故障,光测,扇形,24799.9,24.7,23.2,机头
2026-06-04 10:00:53.000,drone_002,CRUISING,91.5,183.23,左侧引擎故障,雷达,扇形,31346.3,30.9,20.6,机中
2026-06-04 10:00:54.000,drone_001,CRUISING,96.4,208.63,右侧引擎故障,光测,扇形,26124.3,23.7,21.8,机头
2026-06-04 10:00:54.000,drone_002,CRUISING,91.4,182.18,左侧引擎故障,雷达,扇形,30096.9,32.6,21.7,机中
2026-06-04 10:00:55.000,drone_001,CRUISING,96.3,193.15,右侧引擎故障,光测,扇形,24657.2,23.9,21.8,机头
2026-06-04 10:00:55.000,drone_002,CRUISING,91.3,178.76,左侧引擎故障,雷达,扇形,30974.2,30.4,20.9,机中
2026-06-04 10:00:56.000,drone_001,CRUISING,96.3,190.18,右侧引擎故障,光测,扇形,26337.3,23.1,21.9,机头
2026-06-04 10:00:56.000,drone_002,CRUISING,91.3,177.21,左侧引擎故障,雷达,扇形,31606.7,32.7,19.2,机中
2026-06-04 10:00:57.000,drone_001,CRUISING,96.2,191.16,右侧引擎故障,光测,扇形,24438.4,26.0,24.8,机头
2026-06-04 10:00:57.000,drone_002,CRUISING,91.2,187.83,左侧引擎故障,雷达,扇形,30491.6,31.3,20.0,机中
2026-06-04 10:00:58.000,drone_001,CRUISING,96.1,192.04,右侧引擎故障,光测,扇形,26428.0,24.7,24.1,机头
2026-06-04 10:00:58.000,drone_002,CRUISING,91.1,181.37,左侧引擎故障,雷达,扇形,32174.7,29.9,21.6,机中
2026-06-04 10:00:59.000,drone_001,CRUISING,96.1,194.01,右侧引擎故障,光测,扇形,26463.5,25.4,23.0,机头
2026-06-04 10:00:59.000,drone_002,CRUISING,91.1,178.96,左侧引擎故障,雷达,扇形,30069.5,31.6,19.5,机中
2026-06-04 10:01:00.000,drone_001,CRUISING,96.0,194.51,右侧引擎故障,光测,扇形,24658.2,25.2,22.1,机头
2026-06-04 10:01:00.000,drone_002,CRUISING,91.0,178.88,正常,雷达,扇形,32251.5,29.9,19.5,机中
2026-06-04 10:01:01.000,drone_001,CRUISING,95.9,192.06,右侧引擎故障,光测,扇形,25704.9,22.7,22.7,机头
2026-06-04 10:01:01.000,drone_002,CRUISING,90.9,185.33,正常,雷达,扇形,31431.1,31.2,22.2,机中
2026-06-04 10:01:02.000,drone_001,CRUISING,95.9,202.26,右侧引擎故障,光测,扇形,25010.5,26.3,24.6,机头
2026-06-04 10:01:02.000,drone_002,CRUISING,90.9,185.96,正常,雷达,扇形,31291.2,29.5,22.1,机中
2026-06-04 10:01:03.000,drone_001,CRUISING,95.8,204.5,右侧引擎故障,光测,扇形,25762.0,25.2,22.7,机头
2026-06-04 10:01:03.000,drone_002,CRUISING,90.8,183.21,正常,雷达,扇形,31307.4,32.6,18.9,机中
2026-06-04 10:01:04.000,drone_001,CRUISING,95.7,198.37,右侧引擎故障,光测,扇形,24767.4,25.9,21.5,机头
2026-06-04 10:01:04.000,drone_002,CRUISING,90.7,181.82,正常,雷达,扇形,30845.6,30.9,19.4,机中
2026-06-04 10:01:05.000,drone_001,CRUISING,95.7,202.12,正常,光测,扇形,25773.4,25.8,23.4,机头
2026-06-04 10:01:05.000,drone_002,CRUISING,90.7,173.4,正常,雷达,扇形,31973.1,30.4,18.5,机中
2026-06-04 10:01:06.000,drone_001,CRUISING,95.6,191.38,正常,光测,扇形,24496.3,24.2,23.2,机头
2026-06-04 10:01:06.000,drone_002,CRUISING,90.6,175.11,正常,雷达,扇形,31321.1,32.7,19.8,机中
2026-06-04 10:01:07.000,drone_001,CRUISING,95.5,198.84,正常,光测,扇形,25393.2,25.3,21.4,机头
2026-06-04 10:01:07.000,drone_002,CRUISING,90.5,178.34,正常,雷达,扇形,29711.3,32.8,22.4,机中
2026-06-04 10:01:08.000,drone_001,CRUISING,95.5,200.8,正常,光测,扇形,26766.2,23.1,21.7,机头
2026-06-04 10:01:08.000,drone_002,CRUISING,90.5,182.61,正常,雷达,扇形,31590.8,31.6,21.3,机中
2026-06-04 10:01:09.000,drone_001,CRUISING,95.4,200.64,正常,光测,扇形,24586.5,23.2,24.6,机头
2026-06-04 10:01:09.000,drone_002,CRUISING,90.4,183.38,正常,雷达,扇形,32314.6,31.0,19.6,机中
2026-06-04 10:01:10.000,drone_001,CRUISING,95.3,192.26,正常,光测,扇形,26592.6,25.0,24.6,机头
2026-06-04 10:01:10.000,drone_002,CRUISING,90.3,181.32,正常,雷达,扇形,30491.5,32.4,20.4,机中
2026-06-04 10:01:11.000,drone_001,CRUISING,95.3,205.3,正常,光测,扇形,25366.1,26.2,24.3,机头
2026-06-04 10:01:11.000,drone_002,CRUISING,90.3,173.72,正常,雷达,扇形,29965.5,29.9,19.3,机中
2026-06-04 10:01:12.000,drone_001,CRUISING,95.2,200.91,正常,光测,扇形,24285.2,24.9,21.5,机头
2026-06-04 10:01:12.000,drone_002,CRUISING,90.2,188.22,正常,雷达,扇形,31840.1,29.9,22.1,机中
2026-06-04 10:01:13.000,drone_001,CRUISING,95.1,206.45,正常,光测,扇形,26536.5,22.9,24.6,机头
2026-06-04 10:01:13.000,drone_002,CRUISING,90.1,175.22,正常,雷达,扇形,31375.3,30.5,21.7,机中
2026-06-04 10:01:14.000,drone_001,CRUISING,95.1,191.79,正常,光测,扇形,25268.5,26.5,24.1,机头
2026-06-04 10:01:14.000,drone_002,CRUISING,90.1,184.83,正常,雷达,扇形,32323.8,32.9,20.1,机中
2026-06-04 10:01:15.000,drone_001,CRUISING,95.0,192.25,右侧引擎故障,光测,扇形,25562.7,25.0,24.0,机头
2026-06-04 10:01:15.000,drone_002,CRUISING,90.0,184.72,正常,雷达,扇形,32239.2,33.0,20.8,机中
2026-06-04 10:01:16.000,drone_001,CRUISING,94.9,205.33,右侧引擎故障,光测,扇形,24629.9,24.3,21.4,机头
2026-06-04 10:01:16.000,drone_002,CRUISING,89.9,175.66,正常,雷达,扇形,31618.0,29.7,19.2,机中
2026-06-04 10:01:17.000,drone_001,CRUISING,94.9,192.84,右侧引擎故障,光测,扇形,24948.5,25.0,23.5,机头
2026-06-04 10:01:17.000,drone_002,CRUISING,89.9,184.27,正常,雷达,扇形,31180.2,30.3,19.1,机中
2026-06-04 10:01:18.000,drone_001,CRUISING,94.8,197.34,右侧引擎故障,光测,扇形,25124.7,25.1,22.6,机头
2026-06-04 10:01:18.000,drone_002,CRUISING,89.8,176.57,正常,雷达,扇形,30537.7,32.7,21.3,机中
2026-06-04 10:01:19.000,drone_001,CRUISING,94.7,197.26,右侧引擎故障,光测,扇形,26788.6,24.4,22.1,机头
2026-06-04 10:01:19.000,drone_002,CRUISING,89.7,177.23,正常,雷达,扇形,32547.1,31.1,20.3,机中
2026-06-04 10:01:20.000,drone_001,CRUISING,94.7,203.43,右侧引擎故障,光测,扇形,24484.9,23.6,23.9,机头
2026-06-04 10:01:20.000,drone_002,CRUISING,89.7,181.74,正常,雷达,扇形,32584.8,29.7,19.5,机中
2026-06-04 10:01:21.000,drone_001,CRUISING,94.6,208.85,右侧引擎故障,光测,扇形,26476.8,23.2,23.9,机头
2026-06-04 10:01:21.000,drone_002,CRUISING,89.6,184.44,正常,雷达,扇形,31879.0,32.9,20.2,机中
2026-06-04 10:01:22.000,drone_001,CRUISING,94.5,206.37,右侧引擎故障,光测,扇形,25071.0,22.7,21.4,机头
2026-06-04 10:01:22.000,drone_002,CRUISING,89.5,178.73,正常,雷达,扇形,30054.8,30.3,18.8,机中
2026-06-04 10:01:23.000,drone_001,CRUISING,94.5,194.65,右侧引擎故障,光测,扇形,24451.9,25.7,21.3,机头
2026-06-04 10:01:23.000,drone_002,CRUISING,89.5,171.63,正常,雷达,扇形,31836.1,33.0,22.2,机中
2026-06-04 10:01:24.000,drone_001,CRUISING,94.4,205.09,右侧引擎故障,光测,扇形,25829.0,23.8,22.5,机头
2026-06-04 10:01:24.000,drone_002,CRUISING,89.4,188.28,正常,雷达,扇形,29615.2,30.3,18.9,机中
2026-06-04 10:01:25.000,drone_001,CRUISING,94.3,204.49,正常,光测,扇形,26269.5,24.2,23.4,机头
2026-06-04 10:01:25.000,drone_002,CRUISING,89.3,179.76,正常,雷达,扇形,32438.9,30.7,20.8,机中
2026-06-04 10:01:26.000,drone_001,CRUISING,94.3,193.79,正常,光测,扇形,25073.4,25.9,23.3,机头
2026-06-04 10:01:26.000,drone_002,CRUISING,89.3,182.83,雷达故障,雷达,扇形,31109.6,31.1,18.8,机中
2026-06-04 10:01:27.000,drone_001,CRUISING,94.2,197.85,正常,光测,扇形,24587.6,23.0,23.4,机头
2026-06-04 10:01:27.000,drone_002,CRUISING,89.2,172.8,雷达故障,雷达,扇形,32494.1,29.6,21.0,机中
2026-06-04 10:01:28.000,drone_001,CRUISING,94.1,207.65,正常,光测,扇形,26770.2,24.4,21.0,机头
2026-06-04 10:01:28.000,drone_002,CRUISING,89.1,173.63,雷达故障,雷达,扇形,32361.2,31.0,20.6,机中
2026-06-04 10:01:29.000,drone_001,CRUISING,94.1,200.29,正常,光测,扇形,26245.0,23.5,24.7,机头
2026-06-04 10:01:29.000,drone_002,CRUISING,89.1,182.34,雷达故障,雷达,扇形,30962.1,31.7,19.0,机中
2026-06-04 10:01:30.000,drone_001,CRUISING,94.0,193.13,正常,光测,扇形,24530.6,25.0,21.2,机头
2026-06-04 10:01:30.000,drone_002,CRUISING,89.0,177.66,雷达故障,雷达,扇形,32160.6,29.8,19.8,机中
2026-06-04 10:01:31.000,drone_001,CRUISING,93.9,200.88,正常,光测,扇形,24812.0,26.5,23.8,机头
2026-06-04 10:01:31.000,drone_002,CRUISING,88.9,180.28,正常,雷达,扇形,30000.8,33.1,19.5,机中
2026-06-04 10:01:32.000,drone_001,CRUISING,93.9,196.85,正常,光测,扇形,26182.9,25.6,23.2,机头
2026-06-04 10:01:32.000,drone_002,CRUISING,88.9,173.75,正常,雷达,扇形,31864.7,31.4,19.3,机中
2026-06-04 10:01:33.000,drone_001,CRUISING,93.8,203.15,正常,光测,扇形,26142.5,25.8,23.3,机头
2026-06-04 10:01:33.000,drone_002,CRUISING,88.8,183.02,正常,雷达,扇形,31765.9,31.9,20.0,机中
2026-06-04 10:01:34.000,drone_001,CRUISING,93.7,200.04,正常,光测,扇形,25231.4,25.2,23.9,机头
2026-06-04 10:01:34.000,drone_002,CRUISING,88.7,184.54,正常,雷达,扇形,30311.1,32.9,21.9,机中
2026-06-04 10:01:35.000,drone_001,CRUISING,93.7,191.06,正常,光测,扇形,25777.6,25.0,20.9,机头
2026-06-04 10:01:35.000,drone_002,CRUISING,88.7,175.26,正常,雷达,扇形,30384.4,30.2,20.1,机中
2026-06-04 10:01:36.000,drone_001,CRUISING,93.6,191.25,正常,光测,扇形,26204.4,25.5,22.0,机头
2026-06-04 10:01:36.000,drone_002,CRUISING,88.6,183.69,正常,雷达,扇形,31378.1,31.6,19.7,机中
2026-06-04 10:01:37.000,drone_001,CRUISING,93.5,203.95,正常,光测,扇形,26245.2,22.8,24.2,机头
2026-06-04 10:01:37.000,drone_002,CRUISING,88.5,178.66,正常,雷达,扇形,30923.2,31.3,22.3,机中
2026-06-04 10:01:38.000,drone_001,CRUISING,93.5,197.98,正常,光测,扇形,25452.6,22.6,21.9,机头
2026-06-04 10:01:38.000,drone_002,CRUISING,88.5,177.95,正常,雷达,扇形,32143.0,32.0,21.2,机中
2026-06-04 10:01:39.000,drone_001,CRUISING,93.4,196.3,正常,光测,扇形,24468.3,23.5,23.7,机头
2026-06-04 10:01:39.000,drone_002,CRUISING,88.4,183.52,正常,雷达,扇形,29719.1,30.9,18.9,机中
2026-06-04 10:01:40.000,drone_001,CRUISING,93.3,208.94,正常,光测,扇形,24714.9,22.7,23.7,机头
2026-06-04 10:01:40.000,drone_002,CRUISING,88.3,171.35,正常,雷达,扇形,32495.7,32.0,18.6,机中
2026-06-04 10:01:41.000,drone_001,CRUISING,93.3,192.82,正常,光测,扇形,24799.3,23.0,24.2,机头
2026-06-04 10:01:41.000,drone_002,CRUISING,88.3,186.99,正常,雷达,扇形,32031.4,31.0,18.6,机中
2026-06-04 10:01:42.000,drone_001,CRUISING,93.2,190.36,正常,光测,扇形,25931.4,23.2,21.8,机头
2026-06-04 10:01:42.000,drone_002,CRUISING,88.2,172.66,正常,雷达,扇形,32079.9,30.2,20.8,机中
2026-06-04 10:01:43.000,drone_001,CRUISING,93.1,197.95,正常,光测,扇形,25373.5,23.4,21.5,机头
2026-06-04 10:01:43.000,drone_002,CRUISING,88.1,179.18,正常,雷达,扇形,30165.8,31.8,20.7,机中
2026-06-04 10:01:44.000,drone_001,CRUISING,93.1,207.94,正常,光测,扇形,25541.9,25.0,20.9,机头
2026-06-04 10:01:44.000,drone_002,CRUISING,88.1,175.37,正常,雷达,扇形,30531.0,32.8,20.8,机中
2026-06-04 10:01:45.000,drone_001,CRUISING,93.0,191.86,被锁定,光测,扇形,24783.1,24.1,24.7,机头
2026-06-04 10:01:45.000,drone_002,CRUISING,88.0,180.81,正常,雷达,扇形,32163.1,31.7,20.7,机中
2026-06-04 10:01:46.000,drone_001,CRUISING,92.9,208.11,被锁定,光测,扇形,26135.7,23.4,23.3,机头
2026-06-04 10:01:46.000,drone_002,CRUISING,87.9,171.77,正常,雷达,扇形,30933.1,30.6,20.0,机中
2026-06-04 10:01:47.000,drone_001,CRUISING,92.9,207.33,被锁定,光测,扇形,24797.9,24.0,21.1,机头
2026-06-04 10:01:47.000,drone_002,CRUISING,87.9,178.4,正常,雷达,扇形,31562.8,29.4,22.4,机中
2026-06-04 10:01:48.000,drone_001,CRUISING,92.8,192.58,被锁定,光测,扇形,25301.3,25.8,22.7,机头
2026-06-04 10:01:48.000,drone_002,CRUISING,87.8,185.5,正常,雷达,扇形,30889.2,32.7,20.7,机中
2026-06-04 10:01:49.000,drone_001,CRUISING,92.7,199.0,被锁定,光测,扇形,24805.3,23.1,21.1,机头
2026-06-04 10:01:49.000,drone_002,CRUISING,87.7,183.19,正常,雷达,扇形,31573.8,32.2,21.5,机中
2026-06-04 10:01:50.000,drone_001,CRUISING,92.7,195.36,被锁定,光测,扇形,26262.0,24.9,23.4,机头
2026-06-04 10:01:50.000,drone_002,CRUISING,87.7,177.74,正常,雷达,扇形,30914.5,31.2,20.8,机中
