flightTime,cycleId,lng,lat,alt,heading,pitch,roll,radar_status
2026-06-04 10:02:45.000,34,104.143561,30.606778,2955.6,98.83,4.53,-0.05,有效
2026-06-04 10:02:45.000,34,103.955142,30.74594,2464.8,40.35,3.95,0.69,有效
2026-06-04 10:02:50.000,35,104.14577,30.607884,2979.4,99.93,4.75,-0.41,有效
2026-06-04 10:02:50.000,35,103.956803,30.74738,2482.5,40.7,4.01,0.88,有效
2026-06-04 10:02:55.000,36,104.147983,30.60898,2996.7,99.85,3.4,-0.19,有效
2026-06-04 10:02:55.000,36,103.958465,30.748768,2497.3,40.37,3.68,-0.53,有效
2026-06-04 10:03:00.000,37,104.149981,30.610014,2997.9,99.73,-0.53,28.1,有效
2026-06-04 10:03:00.000,37,103.95997,30.74999,2500.0,40.7,0.17,25.59,有效
2026-06-04 10:03:05.000,38,104.150307,30.600486,2998.8,107.44,0.63,28.58,有效
2026-06-04 10:03:05.000,38,103.952914,30.745392,2499.8,32.34,-0.77,24.95,有效
2026-06-04 10:03:10.000,39,104.150648,30.590998,2999.0,115.08,-0.02,27.94,有效
2026-06-04 10:03:10.000,39,103.945822,30.740831,2500.3,25.51,0.25,25.91,有效
2026-06-04 10:03:15.000,40,104.151068,30.581882,2998.8,122.36,0.59,27.87,有效
2026-06-04 10:03:15.000,40,103.938969,30.736563,2499.9,17.21,0.28,24.73,无效
2026-06-04 10:03:20.000,41,104.151609,30.573154,2996.8,130.19,-1.18,27.93,有效
2026-06-04 10:03:20.000,41,103.932323,30.732461,2500.6,9.76,0.7,25.68,无效
2026-06-04 10:03:25.000,42,104.152426,30.565094,2993.1,137.84,-0.22,27.04,有效
2026-06-04 10:03:25.000,42,103.92605,30.728892,2502.6,1.96,-0.18,26.09,有效
2026-06-04 10:03:30.000,43,104.153403,30.557631,2991.8,144.74,-0.17,28.08,有效
2026-06-04 10:03:30.000,43,103.920151,30.725885,2504.4,355.02,-0.24,24.98,有效
2026-06-04 10:03:35.000,44,104.154675,30.55095,2985.5,152.5,0.79,28.66,有效
2026-06-04 10:03:35.000,44,103.91471,30.723397,2505.4,347.48,-0.35,25.15,有效
2026-06-04 10:03:40.000,45,104.156279,30.545252,2985.0,160.6,-0.86,29.16,有效
2026-06-04 10:03:40.000,45,103.909868,30.721555,2506.2,339.94,-0.2,26.02,有效
2026-06-04 10:03:45.000,46,104.158108,30.540408,2982.2,167.56,0.13,27.62,有效
2026-06-04 10:03:45.000,46,103.905507,30.720477,2509.4,332.4,0.04,25.83,有效
2026-06-04 10:03:50.000,47,104.160349,30.536648,2977.3,175.21,-0.7,28.15,有效
2026-06-04 10:03:50.000,47,103.901835,30.720087,2512.2,324.87,0.09,26.67,有效
2026-06-04 10:03:55.000,48,104.162899,30.533922,2971.4,182.3,-0.0,27.2,有效
2026-06-04 10:03:55.000,48,103.898804,30.720559,2512.8,317.06,-0.39,25.8,有效
2026-06-04 10:04:00.000,49,104.165916,30.532337,2968.3,190.37,-0.31,27.42,有效
2026-06-04 10:04:00.000,49,103.896347,30.721808,2514.4,309.92,-0.13,25.76,有效
2026-06-04 10:04:05.000,50,104.169206,30.531925,2965.1,197.47,-0.91,27.94,有效
2026-06-04 10:04:05.000,50,103.894661,30.723997,2517.4,301.9,-0.1,25.46,有效
2026-06-04 10:04:10.000,51,104.172885,30.532563,2960.9,205.45,-0.95,27.19,有效
2026-06-04 10:04:10.000,51,103.893526,30.726824,2522.2,294.47,0.59,26.02,有效
2026-06-04 10:04:15.000,52,104.176998,30.534323,2953.4,213.14,-0.12,27.97,有效
2026-06-04 10:04:15.000,52,103.893129,30.730586,2521.0,287.06,-1.13,26.21,有效
2026-06-04 10:04:20.000,53,104.181428,30.537038,2947.5,220.33,-0.27,28.31,有效
2026-06-04 10:04:20.000,53,103.893237,30.735036,2525.0,279.8,0.27,25.27,有效
2026-06-04 10:04:25.000,54,104.186047,30.540817,2942.2,227.44,-0.5,27.44,有效
2026-06-04 10:04:25.000,54,103.894038,30.740238,2528.4,272.24,-0.15,25.79,有效
2026-06-04 10:04:30.000,55,104.19109,30.545352,2936.9,235.18,0.12,28.23,有效
2026-06-04 10:04:30.000,55,103.895198,30.746115,2533.2,264.88,-0.59,26.04,有效
2026-06-04 10:04:35.000,56,104.196413,30.550795,2930.2,242.86,0.01,27.44,有效
2026-06-04 10:04:35.000,56,103.897005,30.752535,2535.7,257.3,0.32,26.02,有效
2026-06-04 10:04:40.000,57,104.201877,30.556852,2924.1,250.04,-0.07,28.29,有效
2026-06-04 10:04:40.000,57,103.899109,30.75956,2536.5,249.93,0.05,26.24,有效
2026-06-04 10:04:45.000,58,104.207554,30.563516,2918.9,257.88,-1.32,28.11,有效
2026-06-04 10:04:45.000,58,103.901598,30.766818,2541.6,241.97,0.05,26.29,有效
2026-06-04 10:04:50.000,59,104.213361,30.57055,2912.3,265.46,-0.23,28.34,有效
2026-06-04 10:04:50.000,59,103.904278,30.774536,2542.7,234.5,0.07,26.79,有效
2026-06-04 10:04:55.000,60,104.21932,30.577885,2907.1,273.23,-0.62,27.88,有效
2026-06-04 10:04:55.000,60,103.907192,30.782355,2547.9,227.55,1.18,25.75,有效
2026-06-04 10:05:00.000,61,104.225332,30.585363,2900.0,280.48,0.27,27.83,有效
2026-06-04 10:05:00.000,61,103.910205,30.79041,2549.3,220.16,-0.41,26.01,有效
2026-06-04 10:05:05.000,62,104.231188,30.592843,2893.0,287.93,-0.46,28.59,有效
2026-06-04 10:05:05.000,62,103.91311,30.798377,2551.9,212.33,-0.03,25.97,有效
2026-06-04 10:05:10.000,63,104.237177,30.600201,2887.8,295.56,-0.27,28.0,有效
2026-06-04 10:05:10.000,63,103.915958,30.806211,2558.1,203.86,0.48,25.66,无效
2026-06-04 10:05:15.000,64,104.242952,30.607157,2880.5,302.92,-0.18,29.38,有效
2026-06-04 10:05:15.000,64,103.918638,30.813918,2559.1,197.09,0.59,25.62,有效
2026-06-04 10:05:20.000,65,104.24869,30.613703,2875.1,310.94,0.24,27.37,有效
2026-06-04 10:05:20.000,65,103.921066,30.821197,2562.0,189.49,-0.05,25.52,有效
2026-06-04 10:05:25.000,66,104.254101,30.619795,2868.4,318.25,0.37,27.79,有效
2026-06-04 10:05:25.000,66,103.923165,30.828094,2565.3,181.66,0.19,25.31,有效
2026-06-04 10:05:30.000,67,104.259418,30.62511,2863.8,325.68,1.12,27.38,有效
2026-06-04 10:05:30.000,67,103.924914,30.834452,2569.0,174.75,-0.49,25.73,有效
2026-06-04 10:05:35.000,68,104.264376,30.62966,2856.3,332.5,-0.47,27.87,有效
2026-06-04 10:05:35.000,68,103.926083,30.840277,2572.1,167.07,-0.03,26.59,有效
2026-06-04 10:05:40.000,69,104.269083,30.633285,2851.1,340.39,-0.79,27.67,有效
2026-06-04 10:05:40.000,69,103.926764,30.845393,2574.0,159.71,0.0,26.28,有效
2026-06-04 10:05:45.000,70,104.273452,30.635969,2848.2,348.3,-0.36,27.35,无效
2026-06-04 10:05:45.000,70,103.926897,30.84988,2578.0,151.99,-0.32,25.59,有效
2026-06-04 10:05:50.000,71,104.277485,30.637505,2840.3,355.75,-0.96,28.46,无效
2026-06-04 10:05:50.000,71,103.926363,30.853478,2580.3,144.36,-0.07,25.27,有效
2026-06-04 10:05:55.000,72,104.281144,30.63808,2835.3,2.95,0.12,28.22,有效
2026-06-04 10:05:55.000,72,103.925267,30.856304,2582.6,137.66,-0.0,26.41,有效
2026-06-04 10:06:00.000,73,104.284411,30.637528,2829.6,10.64,-0.37,28.13,有效
2026-06-04 10:06:00.000,73,103.923438,30.858386,2584.4,129.69,0.4,25.06,有效
2026-06-04 10:06:05.000,74,104.287348,30.635868,2825.5,17.21,-0.43,28.03,有效
2026-06-04 10:06:05.000,74,103.920938,30.85956,2586.9,122.29,-0.48,26.54,有效
2026-06-04 10:06:10.000,75,104.289948,30.633024,2821.3,25.48,-0.22,28.33,有效
2026-06-04 10:06:10.000,75,103.917828,30.859925,2588.4,114.32,0.6,25.92,有效
2026-06-04 10:06:15.000,76,104.292095,30.629162,2817.3,32.96,0.31,28.55,有效
2026-06-04 10:06:15.000,76,103.914012,30.859468,2591.9,106.78,0.43,25.88,有效
2026-06-04 10:06:20.000,77,104.293953,30.624262,2814.6,40.7,-0.42,27.38,有效
2026-06-04 10:06:20.000,77,103.909723,30.858248,2592.9,99.26,-0.2,25.74,有效
2026-06-04 10:06:25.000,78,104.295458,30.618462,2811.8,48.26,-0.4,27.4,有效
2026-06-04 10:06:25.000,78,103.904737,30.856365,2594.8,92.13,0.4,25.71,有效
2026-06-04 10:06:30.000,79,104.296685,30.61162,2809.3,55.95,0.33,27.14,有效
2026-06-04 10:06:30.000,79,103.899267,30.853868,2596.3,84.73,0.59,24.87,无效
2026-06-04 10:06:35.000,80,104.297648,30.604134,2806.3,62.75,0.4,28.1,有效
2026-06-04 10:06:35.000,80,103.893336,30.85077,2597.0,77.3,0.07,25.64,有效
2026-06-04 10:06:40.000,81,104.298427,30.595923,2803.8,69.97,-0.4,28.18,有效
2026-06-04 10:06:40.000,81,103.887013,30.847157,2598.4,69.09,0.44,25.58,有效
2026-06-04 10:06:45.000,82,104.298968,30.587158,2802.0,78.63,0.32,28.46,有效
2026-06-04 10:06:45.000,82,103.880397,30.843071,2597.5,61.81,-0.11,25.66,无效
2026-06-04 10:06:50.000,83,104.299391,30.57804,2799.8,85.52,0.66,27.69,有效
2026-06-04 10:06:50.000,83,103.873468,30.838696,2600.4,54.32,0.58,26.08,无效
2026-06-04 10:06:55.000,84,104.299706,30.568657,2801.6,92.77,-0.21,27.42,有效
2026-06-04 10:06:55.000,84,103.866439,30.834149,2598.9,46.95,0.12,25.81,有效
2026-06-04 10:07:00.000,85,104.299974,30.559996,2799.1,99.61,-3.15,3.21,有效
2026-06-04 10:07:00.000,85,103.860029,30.82998,2600.3,39.67,-3.26,2.82,有效
2026-06-04 10:07:05.000,86,104.308984,30.562533,2795.2,99.71,-3.9,2.66,有效
2026-06-04 10:07:05.000,86,103.853627,30.824724,2596.1,40.7,-4.1,1.64,有效
2026-06-04 10:07:10.000,87,104.318044,30.565083,2780.9,98.49,-3.67,3.49,有效
2026-06-04 10:07:10.000,87,103.847204,30.819415,2580.6,40.95,-4.47,1.64,有效
2026-06-04 10:07:15.000,88,104.326991,30.567619,2756.5,96.92,-3.07,3.2,有效
2026-06-04 10:07:15.000,88,103.840878,30.814112,2557.1,42.16,-3.86,2.45,有效
2026-06-04 10:07:20.000,89,104.335984,30.570165,2724.1,96.65,-3.92,3.16,有效
2026-06-04 10:07:20.000,89,103.834419,30.808888,2527.4,42.27,-4.07,1.44,有效
2026-06-04 10:07:25.000,90,104.345059,30.572692,2684.3,96.34,-4.51,2.71,有效
2026-06-04 10:07:25.000,90,103.828023,30.803627,2488.3,42.27,-4.27,2.2,有效
2026-06-04 10:07:30.000,91,104.354014,30.575228,2637.9,94.81,-3.5,1.92,有效
2026-06-04 10:07:30.000,91,103.821627,30.798308,2444.6,43.17,-3.16,2.02,有效
2026-06-04 10:07:35.000,92,104.36293,30.577759,2583.4,94.03,-4.11,4.39,有效
2026-06-04 10:07:35.000,92,103.815255,30.793076,2393.6,43.73,-3.25,1.89,有效
2026-06-04 10:07:40.000,93,104.371883,30.580255,2521.3,93.56,-4.02,2.94,有效
2026-06-04 10:07:40.000,93,103.808889,30.78777,2333.1,44.06,-2.61,2.64,有效
2026-06-04 10:07:45.000,94,104.380855,30.582761,2458.3,92.61,-3.94,2.77,有效
2026-06-04 10:07:45.000,94,103.802531,30.782479,2271.6,45.05,-3.16,1.82,有效
2026-06-04 10:07:50.000,95,104.389804,30.58511,2384.2,91.34,-3.69,4.15,有效
2026-06-04 10:07:50.000,95,103.796132,30.777189,2204.1,45.75,-3.89,2.32,有效
2026-06-04 10:07:55.000,96,104.398736,30.587728,2310.9,91.1,-3.05,2.83,有效
2026-06-04 10:07:55.000,96,103.789824,30.771996,2131.8,45.78,-2.79,1.85,有效
2026-06-04 10:08:00.000,97,104.407646,30.590146,2229.4,90.3,-3.97,3.2,有效
2026-06-04 10:08:00.000,97,103.78338,30.766679,2055.0,46.73,-3.95,2.37,有效
2026-06-04 10:08:05.000,98,104.416458,30.592666,2145.7,88.64,-4.09,3.44,有效
2026-06-04 10:08:05.000,98,103.7771,30.761463,1976.7,47.16,-3.93,2.23,有效
2026-06-04 10:08:10.000,99,104.42529,30.595156,2062.1,88.42,-3.64,2.41,有效
2026-06-04 10:08:10.000,99,103.770768,30.75618,1893.7,47.72,-3.56,1.51,有效
2026-06-04 10:08:15.000,100,104.434169,30.597415,1975.5,87.1,-3.9,3.03,有效
2026-06-04 10:08:15.000,100,103.76442,30.750954,1810.0,48.92,-3.59,2.45,有效
2026-06-04 10:08:20.000,101,104.442999,30.599934,1881.2,86.69,-3.91,2.34,有效
2026-06-04 10:08:20.000,101,103.758103,30.745754,1724.6,48.99,-3.4,2.83,有效
2026-06-04 10:08:25.000,102,104.451774,30.602366,1793.1,85.98,-3.8,3.37,有效
2026-06-04 10:08:25.000,102,103.751791,30.74049,1638.3,49.59,-3.14,1.84,有效
2026-06-04 10:08:30.000,103,104.460594,30.604749,1698.8,84.91,-4.49,3.53,有效
2026-06-04 10:08:30.000,103,103.745498,30.73524,1548.4,49.95,-4.79,2.42,有效
2026-06-04 10:08:35.000,104,104.469292,30.607074,1608.1,83.97,-2.96,3.88,有效
2026-06-04 10:08:35.000,104,103.739228,30.730069,1462.4,50.2,-3.64,3.05,有效
2026-06-04 10:08:40.000,105,104.477985,30.609439,1517.6,83.24,-3.97,3.36,有效
2026-06-04 10:08:40.000,105,103.732993,30.724827,1376.7,51.38,-4.22,2.43,有效
2026-06-04 10:08:45.000,106,104.486644,30.61178,1427.3,82.46,-3.3,3.62,无效
2026-06-04 10:08:45.000,106,103.726768,30.7196,1290.5,51.82,-3.01,2.68,有效
2026-06-04 10:08:50.000,107,104.495278,30.614108,1338.1,81.79,-3.88,2.89,有效
2026-06-04 10:08:50.000,107,103.720477,30.714365,1206.3,51.87,-3.46,2.6,有效
2026-06-04 10:08:55.000,108,104.503885,30.616426,1253.4,80.77,-3.64,2.94,有效
2026-06-04 10:08:55.000,108,103.714241,30.709172,1124.8,52.42,-2.55,1.64,有效
2026-06-04 10:09:00.000,109,104.512425,30.618624,1170.3,79.59,-3.63,3.79,有效
2026-06-04 10:09:00.000,109,103.708012,30.704015,1045.2,53.05,-4.08,2.49,有效
2026-06-04 10:09:05.000,110,104.520965,30.620829,1091.3,78.9,-2.57,3.15,无效
2026-06-04 10:09:05.000,110,103.701819,30.698812,969.1,53.6,-3.63,1.54,有效
2026-06-04 10:09:10.000,111,104.529525,30.623072,1014.1,78.47,-3.37,2.82,无效
2026-06-04 10:09:10.000,111,103.695639,30.693627,896.5,54.83,-4.74,1.52,有效
2026-06-04 10:09:15.000,112,104.537902,30.625265,943.6,77.67,-3.4,3.56,有效
2026-06-04 10:09:15.000,112,103.689527,30.68855,827.7,55.24,-3.49,2.45,无效
2026-06-04 10:09:20.000,113,104.546375,30.627436,876.9,76.63,-3.63,2.7,有效
2026-06-04 10:09:20.000,113,103.683321,30.683343,766.3,55.35,-3.6,2.68,无效
2026-06-04 10:09:25.000,114,104.554668,30.629558,817.9,75.96,-3.27,4.16,有效
2026-06-04 10:09:25.000,114,103.6772,30.678195,705.8,55.98,-4.13,1.41,有效
2026-06-04 10:09:30.000,115,104.562994,30.631707,763.1,74.96,-4.05,3.27,有效
2026-06-04 10:09:30.000,115,103.671074,30.673035,654.4,56.58,-3.76,2.02,有效
2026-06-04 10:09:35.000,116,104.571258,30.63372,718.3,74.61,-3.62,2.43,有效
2026-06-04 10:09:35.000,116,103.665006,30.667934,610.5,56.79,-3.22,0.91,有效
2026-06-04 10:09:40.000,117,104.579475,30.635763,675.4,73.54,-3.78,3.7,有效
2026-06-04 10:09:40.000,117,103.658945,30.662848,572.5,58.35,-4.21,2.06,有效
2026-06-04 10:09:45.000,118,104.587727,30.637829,643.4,72.58,-3.62,3.54,有效
2026-06-04 10:09:45.000,118,103.652859,30.65774,541.7,58.17,-3.57,2.12,有效
2026-06-04 10:09:50.000,119,104.59578,30.63978,620.8,71.92,-4.16,3.8,有效
2026-06-04 10:09:50.000,119,103.646889,30.652588,520.5,59.0,-4.52,1.8,有效
2026-06-04 10:09:55.000,120,104.603814,30.641777,603.9,70.41,-3.67,4.13,有效
2026-06-04 10:09:55.000,120,103.640915,30.647571,504.9,59.21,-3.5,2.63,有效
2026-06-04 10:10:00.000,121,104.611919,30.643678,598.3,70.74,-3.07,4.07,有效
2026-06-04 10:10:00.000,121,103.634882,30.642459,500.7,60.05,-3.96,2.61,有效
